Vftable,Methods,Flags,Type,Hierarchy
40D63464,67,,Client::UI::AddonMainCrossNotification,"Client::UI::AddonMainCrossNotification: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D63574,67,,Client::UI::AddonLimitBreak,"Client::UI::AddonLimitBreak: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D63684,67,,Client::UI::AddonHudLayout,"Client::UI::AddonHudLayout: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D637AC,67,,Client::UI::AddonHudLayoutWindow,"Client::UI::AddonHudLayoutWindow: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D638BC,67,,Client::UI::AddonJournalAccept,"Client::UI::AddonJournalAccept: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D639CC,67,,Client::UI::AddonJournalDetail,"Client::UI::AddonJournalDetail: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D63ADC,67,,Client::UI::AddonJournalResult,"Client::UI::AddonJournalResult: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D63BEC,67,,Client::UI::AddonGuildLeve,"Client::UI::AddonGuildLeve: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D63CFC,67,,Client::UI::AddonGuildLeveDifficulty,"Client::UI::AddonGuildLeveDifficulty: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D63E0C,67,,Client::UI::AddonGuildLeveHistory,"Client::UI::AddonGuildLeveHistory: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D63F1C,67,,Client::UI::AddonColosseumRecord,"Client::UI::AddonColosseumRecord: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D6402C,75,,Client::UI::AddonInventoryInterface,"Client::UI::AddonInventoryInterface: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D6415C,75,,Client::UI::AddonInventory,"Client::UI::AddonInventory: Client::UI::AddonInventoryInterface, Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D6428C,75,,Client::UI::AddonInventoryLarge,"Client::UI::AddonInventoryLarge: Client::UI::AddonInventoryInterface, Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D643BC,67,,Client::UI::AddonInventoryGrid,"Client::UI::AddonInventoryGrid: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D644CC,67,,Client::UI::AddonInventoryGridCrystal,"Client::UI::AddonInventoryGridCrystal: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D645DC,75,,Client::UI::AddonInventoryEvent,"Client::UI::AddonInventoryEvent: Client::UI::AddonInventoryInterface, Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D6470C,67,,Client::UI::AddonInventoryEventGrid,"Client::UI::AddonInventoryEventGrid: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D6481C,67,,Client::UI::AddonRetainerSell,"Client::UI::AddonRetainerSell: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D6492C,67,,Client::UI::AddonRetainerSellList,"Client::UI::AddonRetainerSellList: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D64A3C,67,,Client::UI::AddonRetainerHistory,"Client::UI::AddonRetainerHistory: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D64B4C,75,,Client::UI::AddonInventoryRetainer,"Client::UI::AddonInventoryRetainer: Client::UI::AddonInventoryInterface, Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D64C7C,75,,Client::UI::AddonInventoryRetainerLarge,"Client::UI::AddonInventoryRetainerLarge: Client::UI::AddonInventoryInterface, Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D64DAC,67,,Client::UI::AddonInventoryRetainerGrid,"Client::UI::AddonInventoryRetainerGrid: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D64EBC,67,,Client::UI::AddonInventoryRetainerGridCrystal,"Client::UI::AddonInventoryRetainerGridCrystal: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D64FCC,67,,Client::UI::AddonRetainerCharacter,"Client::UI::AddonRetainerCharacter: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D650DC,67,,Client::UI::AddonRetainerTaskList,"Client::UI::AddonRetainerTaskList: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D651EC,67,,Client::UI::AddonRetainerTaskAsk,"Client::UI::AddonRetainerTaskAsk: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D652FC,67,,Client::UI::AddonRetainerTaskResult,"Client::UI::AddonRetainerTaskResult: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D6540C,4,,Client::UI::AddonGatheringNoteBook::GetItemRenderInterface,Client::UI::AddonGatheringNoteBook::GetItemRenderInterface: Component::GUI::ListComponentCallBackInterface;
40D65424,67,,Client::UI::AddonGatheringNoteBook,"Client::UI::AddonGatheringNoteBook: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D65534,67,,Client::UI::AddonFishGuide,"Client::UI::AddonFishGuide: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D65644,67,,Client::UI::AddonFishRecord,"Client::UI::AddonFishRecord: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D65754,67,,Client::UI::AddonRelicNoteBook,"Client::UI::AddonRelicNoteBook: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D65864,67,,Client::UI::AddonAdventureNoteBook,"Client::UI::AddonAdventureNoteBook: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D65974,67,,Client::UI::AddonArmouryNoteBook,"Client::UI::AddonArmouryNoteBook: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D65A84,68,,Client::UI::AddonMinionMountBase,"Client::UI::AddonMinionMountBase: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D65B9C,68,,Client::UI::AddonMinionNoteBook,"Client::UI::AddonMinionNoteBook: Client::UI::AddonMinionMountBase, Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D65CB4,68,,Client::UI::AddonMountNoteBook,"Client::UI::AddonMountNoteBook: Client::UI::AddonMinionMountBase, Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D65DCC,67,,Client::UI::AddonContentsFinderStatus,"Client::UI::AddonContentsFinderStatus: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D65EDC,67,,Client::UI::AddonContentsFinderConfirm,"Client::UI::AddonContentsFinderConfirm: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D65FEC,67,,Client::UI::AddonContentsFinderReady,"Client::UI::AddonContentsFinderReady: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D660FC,67,,Client::UI::AddonContentsFinderSupply,"Client::UI::AddonContentsFinderSupply: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D6620C,67,,Client::UI::AddonMaterializeDialog,"Client::UI::AddonMaterializeDialog: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D6631C,67,,Client::UI::AddonMateriaAttachDialog,"Client::UI::AddonMateriaAttachDialog: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D6643C,67,,Client::UI::AddonMateriaBrokerDialog,"Client::UI::AddonMateriaBrokerDialog: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D6654C,67,,Client::UI::AddonMateriaAttachedRepair,"Client::UI::AddonMateriaAttachedRepair: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D6665C,67,,Client::UI::AddonMiragePrismDialogBase,"Client::UI::AddonMiragePrismDialogBase: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D6676C,67,,Client::UI::AddonMiragePrismExecute,"Client::UI::AddonMiragePrismExecute: Client::UI::AddonMiragePrismDialogBase, Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D6687C,67,,Client::UI::AddonMiragePrismRemove,"Client::UI::AddonMiragePrismRemove: Client::UI::AddonMiragePrismDialogBase, Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D6698C,67,,Client::UI::AddonColorantColoringSelector,"Client::UI::AddonColorantColoringSelector: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D66A9C,67,,Client::UI::AddonGrandCompanyExchange,"Client::UI::AddonGrandCompanyExchange: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D66BAC,67,,Client::UI::AddonGrandCompanyRank,"Client::UI::AddonGrandCompanyRank: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D66CBC,67,,Client::UI::AddonGrandCompanyRankUp,"Client::UI::AddonGrandCompanyRankUp: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D66DCC,67,,Client::UI::AddonGrandCompanySupplyList,"Client::UI::AddonGrandCompanySupplyList: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D66EDC,67,,Client::UI::AddonGrandCompanySupplyReward,"Client::UI::AddonGrandCompanySupplyReward: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D66FEC,70,,Client::UI::AddonMiniGameBase,"Client::UI::AddonMiniGameBase: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D6710C,70,,Client::UI::AddonNego,"Client::UI::AddonNego: Client::UI::AddonMiniGameBase, Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D6722C,70,,Client::UI::AddonPuzzle,"Client::UI::AddonPuzzle: Client::UI::AddonMiniGameBase, Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D6734C,70,,Client::UI::AddonConcentration,"Client::UI::AddonConcentration: Client::UI::AddonMiniGameBase, Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D6746C,67,,Client::UI::AddonShop,"Client::UI::AddonShop: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D6757C,67,,Client::UI::AddonShopExchangeItem,"Client::UI::AddonShopExchangeItem: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D6768C,67,,Client::UI::AddonShopExchangeCurrency,"Client::UI::AddonShopExchangeCurrency: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D6779C,67,,Client::UI::AddonShopExchangeItemDialog,"Client::UI::AddonShopExchangeItemDialog: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D678AC,67,,Client::UI::AddonHousingHarvest,"Client::UI::AddonHousingHarvest: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D679BC,67,,Client::UI::AddonHousingSignboard,"Client::UI::AddonHousingSignboard: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D67ACC,67,,Client::UI::AddonHousingSelectDeed,"Client::UI::AddonHousingSelectDeed: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D67BDC,67,,Client::UI::AddonHousingSelectBlock,"Client::UI::AddonHousingSelectBlock: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D67CEC,67,,Client::UI::AddonHousingGardening,"Client::UI::AddonHousingGardening: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D67DFC,67,,Client::UI::AddonHousingGoods,"Client::UI::AddonHousingGoods: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D67F0C,67,,Client::UI::AddonHousingLayout,"Client::UI::AddonHousingLayout: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D6801C,67,,Client::UI::AddonHousingEditMessage,"Client::UI::AddonHousingEditMessage: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D6812C,67,,Client::UI::AddonHousingEditInterior,"Client::UI::AddonHousingEditInterior: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D6823C,67,,Client::UI::AddonHousingEditExterior,"Client::UI::AddonHousingEditExterior: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D6834C,67,,Client::UI::AddonHousingConfig,"Client::UI::AddonHousingConfig: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D6845C,67,,Client::UI::AddonHousingPadGuide,"Client::UI::AddonHousingPadGuide: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D6856C,67,,Client::UI::AddonHousingTravellersNote,"Client::UI::AddonHousingTravellersNote: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D6867C,67,,Client::UI::AddonHousingSelectRoom,"Client::UI::AddonHousingSelectRoom: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D6878C,67,,Client::UI::AddonHousingChocoboList,"Client::UI::AddonHousingChocoboList: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D6889C,67,,Client::UI::AddonTalkSubtitle,"Client::UI::AddonTalkSubtitle: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D689AC,67,,Client::UI::AddonTalk,"Client::UI::AddonTalk: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D68ABC,67,,Client::UI::AddonEventSkip,"Client::UI::AddonEventSkip: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D68BCC,67,,Client::UI::AddonHowTo,"Client::UI::AddonHowTo: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D68CDC,67,,Client::UI::AddonHowToNotice,"Client::UI::AddonHowToNotice: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D68DEC,67,,Client::UI::AddonChatLogPanel,"Client::UI::AddonChatLogPanel: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D68EFC,67,,Client::UI::AddonMacro,"Client::UI::AddonMacro: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D6900C,4,M,Client::UI::AddonActionDetail,Component::GUI::AtkManagedInterface: 
40D69024,67,M,Client::UI::AddonActionDetail,"Client::UI::AddonActionDetail: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener, Component::GUI::AtkManagedInterface;"
40D69134,67,,Client::UI::AddonItemDetailBase,"Client::UI::AddonItemDetailBase: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D69244,4,M,Client::UI::AddonItemDetail,Component::GUI::AtkManagedInterface: 
40D6925C,67,M,Client::UI::AddonItemDetail,"Client::UI::AddonItemDetail: Client::UI::AddonItemDetailBase, Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener, Component::GUI::AtkManagedInterface;"
40D693EC,67,,Client::UI::AddonItemDetailCompare,"Client::UI::AddonItemDetailCompare: Client::UI::AddonItemDetailBase, Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D694FC,67,,Client::UI::AddonCharacter,"Client::UI::AddonCharacter: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D6960C,67,,Client::UI::AddonCharacterStatus,"Client::UI::AddonCharacterStatus: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D6971C,67,,Client::UI::AddonCharacterProfile,"Client::UI::AddonCharacterProfile: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D6982C,67,,Client::UI::AddonCharacterClass,"Client::UI::AddonCharacterClass: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D6993C,67,,Client::UI::AddonCharacterCurrency,"Client::UI::AddonCharacterCurrency: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D69A4C,67,,Client::UI::AddonCharacterTolerance,"Client::UI::AddonCharacterTolerance: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D69B5C,67,,Client::UI::AddonCharacterRepute,"Client::UI::AddonCharacterRepute: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D69C6C,67,,Client::UI::AddonCharacterBonus,"Client::UI::AddonCharacterBonus: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D69D7C,67,,Client::UI::AddonCharacterSalvage,"Client::UI::AddonCharacterSalvage: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D69E8C,67,,Client::UI::AddonCharacterInspect,"Client::UI::AddonCharacterInspect: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D69F9C,67,,Client::UI::AddonPvpProfile,"Client::UI::AddonPvpProfile: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D6A0AC,67,,Client::UI::AddonPvpProfileAction,"Client::UI::AddonPvpProfileAction: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D6A1BC,67,,Client::UI::AddonVoteMvp,"Client::UI::AddonVoteMvp: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D6A2CC,67,,Client::UI::AddonVoteKick,"Client::UI::AddonVoteKick: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D6A3DC,67,,Client::UI::AddonVoteKickReply,"Client::UI::AddonVoteKickReply: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D6A4EC,67,,Client::UI::AddonVoteTreasure,"Client::UI::AddonVoteTreasure: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D6A5FC,67,,Client::UI::AddonGearSet,"Client::UI::AddonGearSet: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D6A70C,67,,Client::UI::AddonGearSetView,"Client::UI::AddonGearSetView: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D6A81C,67,,Client::UI::AddonRegistGearSetList,"Client::UI::AddonRegistGearSetList: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D6A92C,67,,Client::UI::AddonSalvageItemSelector,"Client::UI::AddonSalvageItemSelector: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D6AA3C,67,,Client::UI::AddonSalvageDialog,"Client::UI::AddonSalvageDialog: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D6AB4C,67,,Client::UI::AddonSalvageResult,"Client::UI::AddonSalvageResult: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D6AC5C,67,,Client::UI::AddonBuddy,"Client::UI::AddonBuddy: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D6AD6C,67,,Client::UI::AddonBuddyAction,"Client::UI::AddonBuddyAction: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D6AE7C,67,,Client::UI::AddonBuddyAppearance,"Client::UI::AddonBuddyAppearance: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D6AF8C,67,,Client::UI::AddonBuddySkill,"Client::UI::AddonBuddySkill: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D6B09C,67,,Client::UI::AddonBuddyEquipList,"Client::UI::AddonBuddyEquipList: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D6B1AC,1,,Client::UI::Atk2DAreaMap,struct Client::UI::Atk2DAreaMap: struct Client::UI::Atk2DMap;
40D6B1BC,67,,Client::UI::AddonScreenLog::AddonChild,"Client::UI::AddonScreenLog::AddonChild: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D6B2CC,67,,Client::UI::AddonScreenLog,"Client::UI::AddonScreenLog: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D6B3DC,67,,Client::UI::AddonMiniTalk,"Client::UI::AddonMiniTalk: Client::UI::AddonScreenLog::AddonChild, Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D6B564,67,,Client::UI::AddonSynthesis,"Client::UI::AddonSynthesis: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D6B674,67,,Client::UI::AddonSynthesisSimple,"Client::UI::AddonSynthesisSimple: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D6B784,67,,Client::UI::AddonSynthesisSimpleDialog,"Client::UI::AddonSynthesisSimpleDialog: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
40D6B894,67,,Client::UI::AddonActionMenu,"Client::UI::AddonActionMenu: Component::GUI::AtkUnitBase, Component::GUI::AtkEventListener;"
